outlet,author,rating,text,date_posted,date_posted_normalized,review_id
Anytime Fitness,Timothy Chan,5,Awesome place to watch live telecast of EPL match on big screen. Delicious zhi-char food at coffee shop opposite TWCC.,6 years ago,November 2019,ChdDSUhNMG9nS0VJQ0FnSURveE0zbC1nRRAB
Anytime Fitness,Yen Sim,5,Nice gym for family. There is a nice playground  and my kids enjoyed it. Convenient to reach and eat. But always crowded.,2 years ago,November 2023,ChdDSUhNMG9nS0VJQ0FnSUR4OTlIR3ZBRRAB
Anytime Fitness,desertrose TAN,5,"Was at Tampines West CC for MCD take away. Entry screen at MCD is good despite having to wait outside under the hot humid weather.
Service at MCD is good & professional",5 years ago,November 2020,ChZDSUhNMG9nS0VJQ0FnSURjdHZUUk9nEAE
Anytime Fitness,Allenism,3,"many youngster hangout here , sometime was quite disturb that the kids who played at this playground creating alot rubbish on the ground and maybe bought things from mcdonald and spill it on the floor rendering a weird smell filling the surrounding air.",6 years ago,November 2019,ChZDSUhNMG9nS0VJQ0FnSUNvOXFEZ01REAE
Anytime Fitness,Danial Syafiq,1,"Started my membership at this outlet on the 1st of August 2020 with the sudden change of operating hours with unjustified reasons. The staff said this is due to safely measures on the amid of the pandemic as during the evening, there is no one cleaning the gym. Even with someone cleaning the gym, the gym is still a mess. Air-conditioning broke down on the 28th July 2020 and up until now (7th August) it is not resolved. Again, with unjustified reason, they said the air-conditioning repairs is done by the facility management. I am not comfortable in exercising in a hot and very muggy environment with poor ventilation with the current pandemic. They suggested to me to freeze my membership until the repairs is done. If I were to freeze my membership, I would have joined other commercial gyms in the first place.",5 years ago,November 2020,ChZDSUhNMG9nS0VJQ0FnSUNDb09PdVNREAE
Anytime Fitness,song vincent,5,"Have Large screen live broadcast premier league, while just beside other room shows film for kids. Very considerate",6 years ago,November 2019,ChZDSUhNMG9nS0VJQ0FnSUMwLVBLcVpREAE
Anytime Fitness,Leong Kenny,5,"Has 24hrs Starbucks, Macdonald's, subway and cafe. Nearest MRT station is DTL TAMPINES WEST but need to walk a bit. Alternatively, from Tampines bus interchange take bus service 291, 293 or 46. Make sure to check that they go towards st 81/82/83",7 years ago,November 2018,ChZDSUhNMG9nS0VJQ0FnSURnbmZyOVh3EAE
Anytime Fitness,Yumi Chan,5,"GREAT LOCATION..! Where else can you get a late hangout with kakis for fitness.. very sinful though.. after workout, spoilt for choice with all the eateries nearby.. NEED TO GO MORE OFTEN..!!",2 years ago,November 2023,ChdDSUhNMG9nS0VJQ0FnSURSeHRmWV9BRRAB
Anytime Fitness,Mina Bhattarai,5,"Anytime Fitness Tampines West Community
Club is a well-equipped gym located in the heart of Tampines West. It offers a variety of modern fitness equipment, including cardio machines, weightlifting equipment, and free weights. The gym is clean and well-maintained,",2 years ago,November 2023,ChdDSUhNMG9nS0VJQ0FnSUR4NThfTm1nRRAB
Anytime Fitness,Caroline Seah,5,"There's Starbucks to chill while doing your work, Cafe on 2nd floor with hip and cool concept, Mcdonalds,Subway, studio and some activities and events with good facilities and hall",7 years ago,November 2018,ChdDSUhNMG9nS0VJQ0FnSUNnaU5ldjdnRRAB
Anytime Fitness,Danny Ling Khuen Yew,5,I went to the gym and found out there are a lots of sport activities there which I could have fun with a group of friend. After workout we chill and have our dinner. Very nice envirnoment,2 years ago,November 2023,ChZDSUhNMG9nS0VJQ0FnSUNSd3RqRVp3EAE
Anytime Fitness,Osman Amat,3,It's a great place. I make my 2 MacDonald ice-cream floot there and it's great. ( Sorry no picture ),5 years ago,November 2020,ChZDSUhNMG9nS0VJQ0FnSUNzbzZDa0NREAE
Anytime Fitness,Raza Tj,5,"TWCC is located with alot of shops, Food Courts and the Club Facility is very convenient to the Community in the west.",4 years ago,November 2021,ChZDSUhNMG9nS0VJQ0FnSUNxbGZyTU5REAE
Anytime Fitness,allyson,5,"Many activities you can sign up for and join. Good eateries around like Mac Donald's and Starbucks, also a few good coffee shops along the street.",5 years ago,November 2020,ChdDSUhNMG9nS0VJQ0FnSURNZ3R2T3VnRRAB
Anytime Fitness,Sam Ng,4,Many food choices around the area. The bubble tea shop is not bad. A small town centre,4 years ago,November 2021,ChdDSUhNMG9nS0VJQ0FnSUR5b2JXR21RRRAB
Anytime Fitness,Yurei,1,"Was not very helpful with administrative stuff and not flexible, and no empathy at all.",10 months ago,January 2025,ChdDSUhNMG9nS0VJQ0FnSURmb3RITTdnRRAB
Anytime Fitness,bran wong,5,"I’ve been to couple of anytime fitness and this one is by far the most satisfied.
The gym equipment are well maintain and stérilisé all the time.",2 years ago,November 2023,ChZDSUhNMG9nS0VJQ0FnSURScHJQWmJBEAE
Anytime Fitness,Iskandar Mazlan,2,"This gym is clean, equipments are in good condition, the staff is friendly and approachable but they only repeat the same 8 spanish songs everyday 😭 …",2 years ago,November 2023,ChZDSUhNMG9nS0VJQ0FnSURwMXBqVUx3EAE
Anytime Fitness,Congee Ling,5,"Plenty of amenities, comfortable environment with a number of eateries. One of my favourite places to hangout in the neighbourhood.",5 years ago,November 2020,ChdDSUhNMG9nS0VJQ0FnSUNDMHF1V3p3RRAB
