outlet,author,rating,text,date_posted,date_posted_normalized,review_id
Anytime Fitness City Square Mall,Peiyin,5,"Clean, spacious & well-equipped gym! Definitely my go-to 😌 …",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNEN3BQdHdBRRAB
Anytime Fitness City Square Mall,Nur Farishah,5,"Great gym, very clean👏🏽 Staffs are all friendly  and helpful! 😇 …",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNqak1YMTlnRRAB
Anytime Fitness City Square Mall,lol,5,"yy playlist very nice, better than the usual RnB songs",9 months ago,February 2025,ChdDSUhNMG9nS0VJQ0FnSURfZ09DRmxBRRAB
Anytime Fitness City Square Mall,jden sim,5,Best AF in singapore,a month ago,October 2025,Ci9DQUlRQUNvZENodHljRjlvT21aeVVGcHVhM0ZHTVhOVFZVTk5XVUZXUkU1eU5IYxAB
Anytime Fitness City Square Mall,Jayme Law,5,"Favourite gym to go to, spacious and clean,  the staff very friendly and welcoming!!",a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSURqdjZEbVB3EAE
Anytime Fitness City Square Mall,javier toh,5,"the place is clean, great equipment",7 months ago,April 2025,ChdDSUhNMG9nS0VJQ0FnTURJdWZ1RC1RRRAB
Anytime Fitness City Square Mall,Kar Le Toh,5,Farrer Park outlet best outlet,8 months ago,March 2025,ChdDSUhNMG9nS0VJQ0FnTURnaS1hUDd3RRAB
Anytime Fitness City Square Mall,Dominic Wong,5,"Great view, very spacious and clean. Nice staff as well",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNieDZPaHlBRRAB
Anytime Fitness City Square Mall,Joseph Chia,5,Astonished by the top tier variety of equipment with excellence customer service! Love it here at AF City Square Mall!,a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUMxNUtxM05REAE
Anytime Fitness City Square Mall,Joel Hoo,5,Gym is very well equipped with good music and lighting :),10 months ago,January 2025,ChZDSUhNMG9nS0VJQ0FnSUR2Ny1TeUhREAE
Anytime Fitness City Square Mall,Thi Han,5,very good any very clean,5 months ago,June 2025,ChdDSUhNMG9nS0VKZXB0bzZmbmJ1QmhRRRAB
Anytime Fitness City Square Mall,Byran Wong,5,Very nice gym. Smells good. Equipments are good,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUREbi12OGdnRRAB
Anytime Fitness City Square Mall,Seth Tan,5,very spacious and nicely outlayed! machines for every body part you are training and the vibes never fail! insane 😍 …,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUMxMkkyYW5nRRAB
Anytime Fitness City Square Mall,Seng Jie,5,"Good vibes, good music, good staff",a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUNUNVl6Y1BnEAE
Anytime Fitness City Square Mall,Jing Tan,5,"Awesome place, brand new!",a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUMxOUpMQ1lnEAE
Anytime Fitness City Square Mall,Kelvin Chan,5,Good amenities and friendly staff . Lots of new equipments as well !,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNqbVlubzd3RRAB
Anytime Fitness City Square Mall,ashleyliew,5,"gym is clean and nice, pleasant experience",7 months ago,April 2025,ChZDSUhNMG9nS0VJQ0FnTUNJNVlqdkZBEAE
Anytime Fitness City Square Mall,Bryan,2,Place was 80% full on a Monday at 4pm. Can’t imagine the load during peak periods.,a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSURIN291WlN3EAE
Anytime Fitness City Square Mall,Nattapoom Kowtragool,5,Overall Look nice and have easily access to the gym,a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUNYcjg3ZFRREAE
Anytime Fitness City Square Mall,Ahamed Sagor,5,good 👍 …,3 weeks ago,October 2025,Ci9DQUlRQUNvZENodHljRjlvT2pGblFrWlpTVVJmVTJoeWEwSXlZVXhSU25wMUxVRRAB
Anytime Fitness City Square Mall,Miao Cheng Low,5,Very spacious AF outlet with new and good range of equipments.,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSURuOTlUaDZRRRAB
Anytime Fitness City Square Mall,Issa Meee,5,"Amazingg gym in town, will definitely come around much more often when i can!",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNYME5lN3dnRRAB
Anytime Fitness City Square Mall,GeoSAVV 23,5,Excellent gym very good staff Jovis was very helpful!Very clean and good quality equipment!!,a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUMxczVlNElBEAE
