Outlet,Aspect,Mention_Count,Avg_Sentiment,Positive_Pct,Negative_Pct
Anytime Fitness Labrador View,Crowdedness,4,0.157825,50.0,0.0
Anytime Fitness Labrador View,Facilities,7,0.5701928571428572,100.0,0.0
Anytime Fitness Labrador View,Overall Experience,7,0.5006928571428572,85.71,0.0
Anytime Fitness Labrador View,Cleanliness,6,0.58315,100.0,0.0
Anytime Fitness Labrador View,Equipment,8,0.48596458333333337,87.5,12.5
Anytime Fitness Labrador View,Policies/Contract,2,0.5176000000000001,100.0,0.0
Anytime Fitness Labrador View,Classes/Programs,1,0.6212,100.0,0.0
Anytime Fitness Labrador View,Location/Accessibility,3,0.5037666666666667,66.67,0.0
Anytime Fitness Labrador View,Price/Fees,1,0.2942,100.0,0.0
Anytime Fitness Bishan 227,Staff/Service,7,0.7553285714285715,100.0,0.0
Anytime Fitness Bishan 227,Overall Experience,3,0.5447000000000001,100.0,0.0
Anytime Fitness Bishan 227,Equipment,3,0.11333333333333334,33.33,0.0
Anytime Fitness Bishan 227,Location/Accessibility,4,0.224975,25.0,0.0
Anytime Fitness Bishan 227,Cleanliness,2,0.52165,100.0,0.0
Anytime Fitness Bishan 227,Crowdedness,3,0.5678,100.0,0.0
Anytime Fitness Bishan 227,Facilities,1,0.34,100.0,0.0
Anytime Fitness Bishan 227,Price/Fees,1,0.34,100.0,0.0
Anytime Fitness Clarke Quay,Location/Accessibility,7,0.40068571428571426,57.14,14.29
Anytime Fitness Clarke Quay,Overall Experience,9,0.6817222222222221,88.89,0.0
Anytime Fitness Clarke Quay,Cleanliness,12,0.47957500000000003,83.33,0.0
Anytime Fitness Clarke Quay,Facilities,10,0.5081816666666666,100.0,0.0
Anytime Fitness Clarke Quay,Staff/Service,11,0.5626272727272726,90.91,9.09
Anytime Fitness Clarke Quay,Equipment,12,0.4051291666666666,83.33,8.33
Anytime Fitness Clarke Quay,Crowdedness,4,0.47965,100.0,0.0
Anytime Fitness Clarke Quay,Price/Fees,1,0.7717,100.0,0.0
Anytime Fitness Clarke Quay,Policies/Contract,1,0.875,100.0,0.0
Anytime Fitness Bukit Merah Central,Staff/Service,2,0.47816666666666663,100.0,0.0
Anytime Fitness Bukit Merah Central,Overall Experience,7,0.4143428571428572,71.43,28.57
Anytime Fitness Bukit Merah Central,Equipment,2,-0.0998125,0.0,50.0
Anytime Fitness Bukit Merah Central,Cleanliness,1,0.4019,100.0,0.0
Anytime Fitness Bukit Merah Central,Facilities,2,-0.07775000000000001,50.0,50.0
Anytime Fitness Bukit Merah Central,Crowdedness,1,0.0,0.0,0.0
Anytime Fitness Dakota,Staff/Service,3,0.7938000000000001,100.0,0.0
Anytime Fitness Dakota,Facilities,2,0.61675,100.0,0.0
Anytime Fitness Dakota,Overall Experience,3,0.6234666666666667,100.0,0.0
Anytime Fitness Dakota,Cleanliness,3,0.6529666666666666,100.0,0.0
Anytime Fitness Dakota,Equipment,2,0.5989,100.0,0.0
Anytime Fitness Dakota,Crowdedness,2,0.5989,100.0,0.0
Anytime Fitness Tampines 487,Staff/Service,18,0.7184972222222222,100.0,0.0
Anytime Fitness Tampines 487,Price/Fees,1,0.6808,100.0,0.0
Anytime Fitness Tampines 487,Overall Experience,11,0.6794030303030303,100.0,0.0
Anytime Fitness Tampines 487,Facilities,7,0.39618571428571425,57.14,0.0
Anytime Fitness Tampines 487,Equipment,9,0.522938888888889,77.78,0.0
Anytime Fitness Tampines 487,Cleanliness,6,0.7612,100.0,0.0
Anytime Fitness Tampines 487,Location/Accessibility,3,0.3326,66.67,0.0
Anytime Fitness Tampines 487,Policies/Contract,2,0.83815,100.0,0.0
Anytime Fitness Yew Tee 614,Staff/Service,1,0.9482,100.0,0.0
Anytime Fitness Yew Tee 614,Cleanliness,1,0.8934,100.0,0.0
Anytime Fitness Yew Tee 614,Facilities,1,0.8934,100.0,0.0
Anytime Fitness Yew Tee 614,Overall Experience,1,0.8610333333333333,100.0,0.0
Anytime Fitness Joo Chiat,Staff/Service,1,0.6114,100.0,0.0
Anytime Fitness ACE The Place CC,Staff/Service,1,0.7263999999999999,100.0,0.0
Anytime Fitness ACE The Place CC,Facilities,1,0.762,100.0,0.0
Anytime Fitness ACE The Place CC,Location/Accessibility,1,0.6908,100.0,0.0
Anytime Fitness ACE The Place CC,Classes/Programs,1,0.4286,100.0,0.0
Anytime Fitness ACE The Place CC,Overall Experience,1,0.762,100.0,0.0
